,index,language,link,readme
125,0,Java,square/retrofit,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', 'Type-safe HTTP client for Android and Java by Square, Inc.', 'For more information please see the website.', 'Download the latest JAR or grab from Maven central at the coordinates com.squareup.retrofit2:retrofit:2.7.0.', ""Snapshots of the development version are available in Sonatype's snapshots repository."", 'Retrofit requires at minimum Java 8+ or Android API 21+.', 'If you are using R8 the shrinking and obfuscation rules are included automatically.', 'ProGuard users must manually add the options from\nthis file.\n(Note: You might also need rules for OkHttp and Okio which are dependencies of this library)', '\n\nsquare<!--\n-->/<!--\n-->retrofit\n', 'Retrofit', 'License', '\nretrofit/README.md\n', 'Download', 'R8 / ProGuard', 'Join GitHub today', '\n              Users who have contributed to this file\n            ']"
126,1,Vim script,neovim/neovim,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '', 'Wiki |\nDocumentation |\nChat/Discussion |\nTwitter', '\n\n\n\n\n', '\n\n', 'Neovim is a project that seeks to aggressively refactor Vim in order to:', 'See the Introduction wiki page and Roadmap\nfor more information.', 'See :help nvim-features for the full list!', 'Pre-built packages for Windows, macOS, and Linux are found on the\nReleases page.', 'Managed packages are in Homebrew, Debian, Ubuntu, Fedora, Arch Linux,\nGentoo, and more!', 'The build is CMake-based, but a Makefile is provided as a convenience.', 'To install to a non-default location:', 'To skip bundled (third-party/*) dependencies:', 'To inspect the build, these CMake features are useful:', 'See the Building Neovim wiki page for details.', 'See :help nvim-from-vim for instructions.', 'Neovim is licensed under the terms of the Apache 2.0 license, except for\nparts that were contributed under the Vim license.', 'Contributions committed before b17d96 remain under the Vim\nlicense.', 'Contributions committed after b17d96 are licensed under\nApache 2.0 unless those contributions were copied from Vim (identified in\nthe commit logs by the vim-patch token).', 'See LICENSE for details.', '\n\nneovim<!--\n-->/<!--\n-->neovim\n', '\nneovim/README.md\n', 'Features', 'Install from package', 'Install from source', 'Transitioning from Vim', 'Project layout', 'License', '\n              Sponsor neovim/neovim\n            ', 'Join GitHub today', '\n              Users who have contributed to this file\n            ']"
127,2,Java,spring-projects/spring-framework,"['\n          GitHub makes it easy to scale back on context switching. Read rendered\n          documentation, see the history of any file, and collaborate with\n          contributors on projects across GitHub.\n        ', 'This is the home of the Spring Framework: the foundation for all Spring projects. Collectively the Spring Framework and the family of Spring projects are often referred to simply as ""Spring"".', 'Spring provides everything required beyond the Java programming language for creating enterprise applications for a wide range of scenarios and architectures. Please read the Overview section as reference for a more complete introduction.', 'This project is governed by the Spring Code of Conduct. By participating, you are expected to uphold this code of conduct. Please report unacceptable behavior to spring-code-of-conduct@pivotal.io.', 'For access to artifacts or a distribution zip, see the Spring Framework Artifacts wiki page.', 'The Spring Framework maintains reference documentation (published and source), Github wiki pages, and an\nAPI reference. There are also guides and tutorials across Spring projects.', 'See the Build from Source Wiki page and the CONTRIBUTING.md file.', 'Follow @SpringCentral, @SpringFramework, and its team members on Twitter. In-depth articles can be found at The Spring Blog, and releases are announced via our news feed.', 'The Spring Framework is released under version 2.0 of the Apache License.', '\n\nspring-projects<!--\n-->/<!--\n-->spring-framework\n', ' Spring Framework ', '\nspring-framework/README.md\n', 'Code of Conduct', 'Access to Binaries', 'Documentation', 'Build from Source', 'Stay in Touch', 'License', 'All your code in one place', '\n              Users who have contributed to this file\n            ']"
128,3,JavaScript,parcel-bundler/parcel,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '\n\n\n\n', ' \n\n\n\n\n\n\n', 'or with npm:', 'See parceljs.org for more documentation!', 'Based on a reasonably sized app, containing 1726 modules, 6.5M uncompressed. Built on a 2016 MacBook Pro with 4 physical CPUs.', 'There are many web application bundlers out there with huge adoption, including webpack and browserify. So, why do we need another one? The main reasons are around developer experience.', 'Many bundlers are built around configuration and plugins, and it is not uncommon to see applications with upwards of 500 lines of configuration just to get things working. This configuration is not just tedious and time consuming, but is also hard to get right and must be duplicated for each application. Oftentimes, this can lead to sub-optimized apps shipping to production. parcel is designed to need zero configuration: just point it at the entry point of your application, and it does the right thing.', 'Existing bundlers are also very slow. Large applications with lots of files and many dependencies can take minutes to build, which is especially painful during development, when things change all the time. File watchers can help with rebuilds, but the initial launch is often still very slow.', 'parcel utilizes worker processes to compile your code in parallel, utilizing modern multicore processors. This results in a huge boost in speed for initial builds. It also has a file system cache, which saves the compiled results per file, for even faster subsequent startups.', ""Finally, existing bundlers are built around string loaders/transforms, where the transform takes in a string, parses it, does some transformation, and generates code again. Oftentimes, this ends up causing many parses and code generation runs on a single file, which is inefficient. Instead, parcel's transforms work on ASTs, so that there is one parse, many transforms, and one code generation per file."", ""parcel transforms a tree of assets into a tree of bundles. Many other bundlers are fundamentally based around JavaScript assets, with other formats tacked on - for example, by default inlined as strings into JS files. parcel is file-type agnostic - it will work with any type of assets the way you'd expect, with no configuration."", 'parcel takes as input a single entry asset, which could be any file type: JS, HTML, CSS, image, etc. There are various asset types defined in parcel which know how to handle specific file types. The assets are parsed, their dependencies are extracted, and they are transformed to their final compiled form. This creates a tree of assets.', 'Once the asset tree has been constructed, the assets are placed into a bundle tree. A bundle is created for the entry asset, and child bundles are created for dynamic imports, which cause code splitting to occur. Child bundles are also created when assets of a different type are imported. For example, if you imported a CSS file from JavaScript, it would be placed into a sibling bundle in correlation to the associated JavaScript file. If an asset is required in more than one bundle, it is hoisted up to the nearest common ancestor in the bundle tree, so it is not included more than once.', 'After the bundle tree is constructed, each bundle is written to a file by a packager specific to the file type. The packagers know how to combine the code from each asset together into the final file that is loaded by a browser.', 'All feedback and suggestions are welcome!', 'This project exists thanks to all the people who contribute. [Contribute].\n', 'Thank you to all our backers! 🙏 [Become a backer]', '', 'Support this project by becoming a sponsor. Your logo will show up here with a link to your website. [Become a sponsor]', '\n\n\n\n\n\n\n\n\n', 'MIT', '\n\nparcel-bundler<!--\n-->/<!--\n-->parcel\n', '\nparcel/README.md\n', 'Features', 'Getting started', 'Benchmarks', 'Why parcel?', 'How it works', 'Community', 'Contributors', 'Backers', 'Sponsors', 'Changelog', 'License', '\n              Sponsor parcel-bundler/parcel\n            ', 'Join GitHub today']"
129,4,Dockerfile,kelseyhightower/nocode,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', 'No code is the best way to write secure and reliable applications. Write nothing; deploy nowhere.', 'Start by not writing any code.', 'This is just an example application, but imagine it doing anything you want. Adding new features is easy too:', 'The possibilities are endless.', ""Now that you have not done anything it's time to build your application:"", ""Yep. That's it. You should see the following output:"", ""While you still have not done anything it's time to deploy your application. By running the following command you can deploy your application absolutely nowhere."", ""It's that simple. And when it comes time to scale the application, all you have to do is:"", 'I know right?', ""You don't."", '\n\nkelseyhightower<!--\n-->/<!--\n-->nocode\n', 'No Code', '\nnocode/README.md\n', 'Getting Started', 'Contributing', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Building the Application', 'Deploying']"
130,5,Python,minimaxir/big-list-of-naughty-strings,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', 'The Big List of Naughty Strings is an evolving list of strings which have a high probability of causing issues when used as user-input data. This is intended for use in helping both automated and manual QA testing; useful for whenever your QA engineer walks into a bar.', ""Even multi-billion dollar companies with huge amounts of automated testing can't find every bad input. For example, look at what happens when you try to Tweet a zero-width space (U+200B) on Twitter:"", '', 'Although this is not a malicious error, and typical users aren\'t Tweeting weird unicode, an ""internal server error"" for unexpected input is never a positive experience for the user, and may in fact be a symptom of deeper string-validation issues. The Big List of Naughty Strings is intended to help reveal such issues.', 'blns.txt consists of newline-delimited strings and comments which are preceded with #. The comments divide the strings into sections for easy manual reading and copy/pasting into input forms. For those who want to access the strings programmatically, a blns.json file is provided containing an array with all the comments stripped out (the scripts folder contains a Python script used to generate the blns.json).', 'Feel free to send a pull request to add more strings, or additional sections. However, please do not send pull requests with very-long strings (255+ characters), as that makes the list much more difficult to view.', 'Likewise, please do not send pull requests which compromise manual usability of the file. This includes the EICAR test string, which can cause the file to be flagged by antivirus scanners, and files which alter the encoding of blns.txt. Also, do not send a null character (U+0000) string, as it changes the file format on GitHub to binary and renders it unreadable in pull requests. Finally, when adding or removing a string please update all files when you perform a pull request.', 'The Big List of Naughty Strings is intended to be used for software you own and manage. Some of the Naughty Strings can indicate security vulnerabilities, and as a result using such strings with third-party software may be a crime. The maintainer is not responsible for any negative actions that result from the use of the list.', 'Additionally, the Big List of Naughty Strings is not a fully-comprehensive substitute for formal security/penetration testing for your service.', 'Various implementations of the Big List of Naughty Strings have made it to various package managers.  Those are maintained by outside parties, but can be found here:', 'Please open a PR to list others.', 'Max Woolf (@minimaxir)', 'MIT', '\n\nminimaxir<!--\n-->/<!--\n-->big-list-of-naughty-strings\n', 'Big List of Naughty Strings', '\nbig-list-of-naughty-strings/README.md\n', 'Why Test Naughty Strings?', 'Usage', 'Contributions', 'Disclaimer', 'Library / Packages', 'Maintainer/Creator', 'Social Media Discussions', 'License', 'Join GitHub today', '\n              Users who have contributed to this file\n            ']"
131,6,JavaScript,gothinkster/realworld,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '  ', '\n\n', '', 'While most ""todo"" demos provide an excellent cursory glance at a framework\'s capabilities, they typically don\'t convey the knowledge &amp; perspective required to actually build real applications with it.', 'RealWorld solves this by allowing you to choose any frontend (React, Angular 2, &amp; more) and any backend (Node, Django, &amp; more) and see how they power a real world, beautifully designed fullstack app called ""Conduit"".', 'Read the full blog post announcing RealWorld on Medium.', 'Sorted by popularity on Sun Dec 01 2019', 'Work In Progress:\nImplement GraphQL + Apollo/Relay for the Node + React codebases |\n🖥 🔧  ClojureScript |\n🖥 🔧 Mithril |\n🖥 🔧 Vanilla JS (Web Components) |\nAngular 4+ / MobX |\nAngularJS 1.2  |\nVanilla Backbone.js |\nRactive |\nPreact |\nQuasar framework |\nHydrating VanillaJS (vaguely based on web components) |\nBlazor |\nReasonReact (ReasonML) |\n$mol |\nSurplus wip |\nSlim.js |\nNuxt.js |\nTypescript + Web Components |\nReact + NextJS', 'Sorted by popularity on Sun Dec 01 2019', 'Work In Progress:\nImplement GraphQL + Apollo/Relay for the Node + React codebases |\n🗄🔧  Go + net/http |\n🗄🔧 Node + GraphQL |\n🗄🔧 Clojure |\n🗄🔧 Falcon and GAE |\n🗄🔧 Nim |\n🗄🔧 Symfony |\n🗄🔧 Haskell / Servant |\n🗄🔧 Phalcon |\n🗄🔧 Dropwizard |\n🗄🔧 Go + Gorilla mux |\n🗄🔧 Loopback 3.0 |\n🗄 🔧 Crystal + Kemal |\n🗄 🔧 Erlang + Cowboy |\n🗄 🔧 Nancy |\n🗄🔧 Sanic |\nHaskell / Scotty |\nTypescript + node + express |\ntypescript + node.js(koa) |\nVanilla PHP |\nVert.x (Java) |\nLumen + MongoDB  |\nGo + net/http Package  |\nSwift Vapor |\nEgg.js |\nServerless python (AWS Lambda) |\nServerless Typescript + Mongodb (implementation done) |\nAzure Functions + CosmosDb |\nServerless+Typescript with AWS as the provider (Lambda, SSM, DynamoDB) |\nVertx + Reactive + MongoDB |\nFullstack Golang (tgram) |\nZend Framework |\nRust / Rocket / Diesel / Mysql - Backend Application |\nGolang + Revel |\nMasonite |\nTurbolinks |\nActix |\nLucky |\nSymfony 4 with API Platform |\nKotlin + Hexagon |\nScala + Finch |\nHolochain', 'Sorted by popularity on Sun Dec 01 2019', 'Work In Progress:\n📱🔧 React Native |\n📱🔧 Jasonette |\n📱🔧 Swift |\n📱🔧 C# on Xamarin |\n📱 🔧 Kotlin/Android |\n📱🔧 Onymos |\nQuasar framework |\nSwift Perfect |\nFlutter', 'Since these implementations are responsible for the entire stack, they obviously cannot be mixed and matched but they still adhere to the same functionality &amp; UX specs.', 'Work In Progress: Meteor | Ruby Hyperloop | Firebase', '', 'Or you can view upcoming stacks (WIPs)', 'Note: All stacks that are a WIP are experimental and incomplete.', ""Don't expect everything to work perfectly out of the box!"", ""Simply follow the instructions in the README of whatever frontend and/or backend repo's you want to get up and running."", ""Yup! We've built step-by-step tutorials for all of our stacks that teach you how to go from git init all the way to the production ready application. Start learning now &gt;&gt;&gt;"", 'Forks, tutorials, workshops, and other resources based on the RealWorld project:', 'RealWorld would not be possible without the open source community continuously helping push the project forward. In addition, we have a core project team composed of:', '', 'MathWorker, ex-Google, ex-Computational Fluid Dynamicist, forever lover of tech &amp; humanities ❤️', '', ""Cameron Chapman is a Software Engineer at FanThreeSixty. He's an open source enthusiast and is helping to teach a local web development boot camp at Kansas University."", '', 'Eric is a Software Engineer, UI Designer, and author of many technical books &amp; tutorials. He oversees the project direction, maintenance and organizes the planning and development efforts of the team.', '', 'Albert is a Software Engineer, DevOps ninja, and author of many technical books &amp; tutorials. He oversees the project direction, maintenance and organizes the planning and development efforts of the team.', '', ""Thinkster creates high quality resources that help Javascript developers succeed. The RealWorld project wouldn't exist without their funding, so please consider investing in a Pro subscription to help support us!"", '', 'James is a Software Engineer at Square and a contributor to the Django project. He created &amp; maintains the RW Django codebase and continually provides guidance for the RealWorld project itself.', '', 'Full stack developer, Laravel enthusiast, Digital marketing specialist and an avid gamer.', ""RealWorld wouldn't be possible without the help of the open source community reviewing codebases, creating new app implementations, and many other tasks that help push this project forward. We especially appreciate the OSS leaders who have helped contribute to RealWorld:"", 'All of the codebases are MIT licensed unless otherwise specified.', '', '\n\ngothinkster<!--\n-->/<!--\n-->realworld\n', '', 'Frontends', 'Backends', 'Mobile', 'Fullstack', 'Create a new stack', 'How do I get up &amp; running?', 'Community created resources', 'Learn more', 'Who made this?', 'License', '\nrealworld/README.md\n', 'Special thanks to...', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Stay on the bleeding edge — join our Gitter room! 🎉', 'See how the exact same Medium.com clone (called Conduit) is built using any of our supported frontends and  backends. Yes, you can mix and match them, because they all adhere to the same API spec 😮😎', ""Know any of these frameworks (or one that isn't listed)?Create a new framework implementation &gt;&gt;&gt;"", 'Can you teach me how to build each stack from scratch?']"
132,7,Go,gin-gonic/gin,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '', '\n\n\n\n\n\n\n', 'Gin is a web framework written in Go (Golang). It features a martini-like API with performance that is up to 40 times faster thanks to httprouter. If you need performance and good productivity, you will love Gin.', 'To install Gin package, you need to install Go and set your Go workspace first.', 'Gin uses a custom version of HttpRouter', 'See all benchmarks', 'Gin uses encoding/json as default json package but you can change to jsoniter by build from other tags.', 'You can find a number of ready-to-run examples at Gin examples repository.', 'References issue #774 and detail example code.', 'file.Filename SHOULD NOT be trusted. See Content-Disposition on MDN and #1693', 'The filename is always optional and must not be used blindly by the application: path information should be stripped, and conversion to the server file system rules should be done.', 'How to curl:', 'See the detail example code.', 'How to curl:', 'Use', 'instead of', 'Sample Output', 'By default, logs output on console should be colorized depending on the detected TTY.', 'Never colorize logs:', 'Always colorize logs:', 'To bind a request body into a type, use model binding. We currently support binding of JSON, XML, YAML and standard form values (foo=bar&amp;boo=baz).', 'Gin uses go-playground/validator.v8 for validation. Check the full docs on tags usage here.', 'Note that you need to set the corresponding binding tag on all fields you want to bind. For example, when binding from JSON, set json:""fieldname"".', 'Also, Gin provides two sets of methods for binding:', 'When using the Bind-method, Gin tries to infer the binder depending on the Content-Type header. If you are sure what you are binding, you can use MustBindWith or ShouldBindWith.', 'You can also specify that specific fields are required. If a field is decorated with binding:""required"" and has a empty value when binding, an error will be returned.', 'Sample request', 'Skip validate', 'When running the above example using the above the curl command, it returns error. Because the example use binding:""required"" for Password. If use binding:""-"" for Password, then it will not return error when running the above example again.', 'It is also possible to register custom validators. See the example code.', 'Struct level validations can also be registered this way.\nSee the struct-lvl-validation example to learn more.', 'ShouldBindQuery function only binds the query params and not the post data. See the detail information.', 'See the detail information.', 'Test it with:', 'See the detail information.', 'Test it with:', 'See the detail information', 'main.go', 'form.html', 'result:', 'Test it with:', 'Using SecureJSON to prevent json hijacking. Default prepends ""while(1),"" to response body if the given struct is array values.', 'Using JSONP to request data from a server  in a different domain. Add callback to response body if the query parameter callback exists.', 'Using AsciiJSON to Generates ASCII-only JSON with escaped non-ASCII characters.', 'Normally, JSON replaces special HTML characters with their unicode entities, e.g. &lt; becomes  \\u003c. If you want to encode such characters literally, you can use PureJSON instead.\nThis feature is unavailable in Go 1.6 and lower.', 'Using LoadHTMLGlob() or LoadHTMLFiles()', 'templates/index.tmpl', 'Using templates with same name in different directories', 'templates/posts/index.tmpl', 'templates/users/index.tmpl', 'You can also use your own html template render', 'You may use custom delims', 'See the detail example code.', 'main.go', 'raw.tmpl', 'Result:', 'Gin allow by default use only one html.Template. Check a multitemplate render for using features like go 1.6 block template.', 'Issuing a HTTP redirect is easy. Both internal and external locations are supported.', 'Issuing a Router redirect, use HandleContext like below.', 'When starting new Goroutines inside a middleware or handler, you SHOULD NOT use the original context inside it, you have to use a read-only copy.', 'Use http.ListenAndServe() directly, like this:', 'or', 'example for 1-line LetsEncrypt HTTPS servers.', 'example for custom autocert manager.', 'See the question and try the following example:', 'Do you want to graceful restart or stop your web server?\nThere are some ways this can be done.', 'We can use fvbock/endless to replace the default ListenAndServe. Refer issue #296 for more details.', 'An alternative to endless:', ""If you are using Go 1.8, you may not need to use this library! Consider using http.Server's built-in Shutdown() method for graceful shutdowns. See the full graceful-shutdown example with gin."", 'You can build a server into a single binary containing templates by using go-assets.', 'See a complete example in the https://github.com/gin-gonic/examples/tree/master/assets-in-binary directory.', 'The follow example using custom struct:', 'Using the command curl command result:', 'The normal methods for binding request body consumes c.Request.Body and they\ncannot be called multiple times.', 'For this, you can use c.ShouldBindBodyWith.', 'http.Pusher is supported only go1.8+. See the golang blog for detail information.', 'The default log of routes is:', 'If you want to log this information in given format (e.g. JSON, key values or something else), then you can define this format with gin.DebugPrintRouteFunc.\nIn the example below, we log all routes with standard log package but you can use another log tools that suits of your needs.', 'The net/http/httptest package is preferable way for HTTP testing.', 'Test for code example above:', 'Awesome project lists using Gin web framework.', '\n\ngin-gonic<!--\n-->/<!--\n-->gin\n', 'Gin Web Framework', '\ngin/README.md\n', 'Contents', 'Installation', 'Quick start', 'Benchmarks', 'Gin v1. stable', 'Build with jsoniter', 'API Examples', 'Testing', 'Users', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Using GET, POST, PUT, PATCH, DELETE and OPTIONS', 'Parameters in path', 'Querystring parameters', 'Multipart/Urlencoded Form', 'Another example: query + post form', 'Map as querystring or postform parameters', 'Upload files', 'Grouping routes', 'Blank Gin without middleware by default', 'Using middleware', 'How to write log file', 'Custom Log Format', 'Controlling Log output coloring', 'Model binding and validation', 'Custom Validators', 'Only Bind Query String', 'Bind Query String or Post Data', 'Bind Uri', 'Bind Header', 'Bind HTML checkboxes', 'Multipart/Urlencoded binding', 'XML, JSON, YAML and ProtoBuf rendering', 'Serving static files', 'Serving data from reader', 'HTML rendering', 'Multitemplate', 'Redirects', 'Custom Middleware', 'Using BasicAuth() middleware', 'Goroutines inside a middleware', 'Custom HTTP configuration', ""Support Let's Encrypt"", 'Run multiple service using Gin', 'Graceful restart or stop', 'Build a single binary with templates', 'Bind form-data request with custom struct', 'Try to bind body into different structs', 'http2 server push', 'Define format for the log of routes', 'Set and get a cookie']"
133,8,JavaScript,jaywcjlove/awesome-mac,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '  \n\n ', '\uf8ff Now we have become very big, Different from the original idea.\nCollect premium software in various categories. Feel free to star and fork.', 'Any comments, suggestions? Let us know!. We love PRs :) Please take a look at the Contributing guidelines before opening one. Follow the awesome list.', 'English | 中文', ' means open source, click to open open source repo;\n means free to use, or free personal license;\n means App store hyperlink;\n means hyperlink to a corresponding Awesome list for the item;', 'Awesome Mac App for macOS. Installers for the latest stable build for Mac can be downloaded here.', '', 'Applications to edit text, I suggest the open-source editors', 'I recommend using online storage with Mac clients', '(Or you could just use the Mac OS built-in dictionary)', 'If you come across websites offering pirated software or cracks, please post HERE. We love apps, but only authentic ones. :)', 'Here are some of the major software download sites, there are a number of OSX Mac software sites', 'Here are some of the major software download sites, there are a number of OSX Mac software sites', 'Refuse piracy from me. Software vendors can go to these places rights.', '⬆ back to top', 'This project exists thanks to all the people who contribute.', '', 'Thank you to all our backers! 🙏 Become a backer', '', 'Support this project by becoming a sponsor. Your logo will show up here with a link to your website. Become a sponsor', '', '', 'This work is licensed under a Creative Commons Attribution 4.0 International License.', '\n\njaywcjlove<!--\n-->/<!--\n-->awesome-mac\n', 'Awesome Mac', '\nawesome-mac/README.md\n', 'Contents', 'Reading and Writing Tools', 'Developer Tools', 'Design and Product', 'Communication', 'Data Recovery Tools', 'Audio and Video Tools', 'Download Management Tools', 'Cloud Storage', 'Input Methods', 'Browsers', 'Translation Tools', 'Encryption', 'Security Tools', 'Proxy and VPN Tools', 'Utilities', 'Gaming Software', 'Remote Login Software', 'Social Networking', 'QuickLook Plugins ', 'Third Party App Markets', 'Mac App Download Sites', 'Podcasts', 'Contributors', 'Backers', 'Sponsors', 'License', '\n              Sponsor jaywcjlove/awesome-mac\n            ', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Explanation', 'Genuine Sites', 'Pirated software download site blacklist']"
134,9,Swift,vsouza/awesome-ios,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '\n\nReduce your job search from O(N) to O(1)\n\n        One coding quiz. Multiple offers from top companies\n\n', '\n\n', '', '\n\n\n\n', '', 'Instabug helps development and product teams easily collect bugs and feedback from beta testers and customers to iterate faster and ship quality apps. Instabug automatically attaches screenshots, device details, network logs, repro steps, and tons of other critical insights needed to resolve issues and prioritize product backlogs.\nMobile teams accelerate their workflows by seamlessly integrating with third-party tools like Github, Jira, Slack, Zendesk and much more. Instabug\xa0is offering awesome-ios community an exclusive\xa015% discount\xa0on all paid plans. Get Started!\n', 'Courses, tutorials and guides', 'Frameworks that help to support accessibility features and enable people with disabilities to use your app', 'Frameworks that help to support writing custom alexa skills in swift', ""Analytics platforms, SDK's, error tracking and real-time answers about your app"", 'Elegant URL routing, navigation frameworks, deep links and more', 'tvOS view controllers, wrappers, template managers and video players.', 'Clean architecture, Viper, MVVM, Reactive... choose your weapon.', 'Library and tools to help you build unparalleled augmented reality experiences', 'Oauth and Oauth2 libraries, social logins and captcha tools.', 'Tool for smart contract interactions. Bitcoin protocol implementations and Frameworks for interacting with cryptocurrencies.', 'Sharing code between Objective-C and Swift, iOS and macOS, Javascript and Objective-C.', 'Thread safe, offline and high performance cache libs and frameworks.', 'Beautiful, Easy and Fully customized charts', 'Quality always matters. Code checkers, memory vigilants, syntastic sugars and more.', 'Static code analyzers to enforce style and conventions.', 'Hex color extensions, theming, color pickers and other awesome color tools.', 'Smart, beauftil and elegant tools to help you create command line applications.', 'Job schedulers, Coroutines, Asynchronous and Type safe threads libs and frameworks written in Swift', 'Core data Frameworks, wrappers, generators and boilerplates.', 'Wrappers, clients, Parse alternatives and safe tools to deal with ephemeral and persistent data.', 'Diffs, keypaths, sorted lists and other amazing data structures wrappers and libraries.', 'Time and NSCalendar libraries. Also contains Sunrise and Sunset time generators, time pickers and NSTimer interfaces.', ""Debugging tools, crash reports, logs and console UI's."", 'Promises and Futures libraries to help you write better async code in Swift.', 'File management, file browser, zip handling and file observers.', 'Collection of Swift functional programming tools.', 'Grand Central Dispatch syntax sugars, tools and timers.', 'Libraries and tools to handle gestures.', 'CoreGraphics, CoreAnimation, SVG, CGContext libraries, helpers and tools.', 'Libraries to deal with nearby devices, BLE tools and MultipeerConnectivity wrappers.', 'Mocks, ImagePickers, and multiple options of customizable camera implementation', 'Quick actions and peek and pop interactions', 'Device detect libraries and iBeacon helpers', 'Location monitoring, detect motion and geofencing libraries', 'Auto Layout, UI frameworks and a gorgeous list of tools to simplify layout constructions', 'Tools to manage strings files, translate and enable localization in your apps.', 'Debugging lives here. Logging tools, frameworks, integrations and more.', 'A collection of ML Models, deep learning and neural networking libraries', 'Math frameworks, functions and libraries to custom operations, statistical calculations and more.', 'Also see push notifications', 'Most of these are paid services, some have free tiers.', 'Objective-C Runtime wrappers, libraries and tools.', 'Server side projects supporting coroutines, Linux, MacOS, iOS, Apache Modules, Async calls, libuv and more.', ""Card based UI's, pan gestures, flip and swipe animations"", 'Input validators, form helpers and form builders.', 'Other amazingly awesome lists can be found in the', '\n\nvsouza<!--\n-->/<!--\n-->awesome-ios\n', '\nawesome-ios/README.md\n', 'Meet the New Instabug:\xa0Understand How Your iOS App is Doing with Real-Time Contextual Insights From Your Users', 'Courses', 'Accessibility', 'Alexa', 'Analytics', 'App Routing', 'Apple TV', 'Architecture Patterns', 'ARKit', 'Authentication', 'Blockchain', 'Bridging', 'Cache', 'Charts', 'Code Quality', 'Color', 'Command Line', 'Concurrency', 'Core Data', 'Database', 'Data Structures / Algorithms', 'Date &amp; Time', 'Debugging', 'EventBus', 'Files', 'Functional Programming', 'Games', 'GCD', 'Gesture', 'Graphics', 'Hardware', 'Layout', 'Localization', 'Logging', 'Machine Learning', 'Maps', 'Math', 'Media', 'Messaging', 'Networking', 'Representations', 'Notifications', 'Objective-C Runtime', 'Optimization', 'Parsing', 'Passbook', 'Payments', 'Permissions', 'Products', 'Reactive Programming', 'Reflection', 'Regex', 'SDK', 'Security', 'Server', 'Text', 'Testing', 'UI', 'Utility', 'User Consent', 'VR', 'Walkthrough / Intro / Tutorial', 'WebSocket', 'Project setup', 'Dependency / Package Manager', 'Tools', 'Rapid Development', 'Code Injection', 'Dependency Injection', 'Deployment / Distribution', 'App Store', 'Xcode', 'Reference', 'Style Guides', 'Good Websites', 'Social Media', 'Podcasts', 'Books', 'Other Awesome Lists', 'Contributing and License', '\n              Sponsor vsouza/awesome-ios\n            ', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Content', 'Getting Started', 'Linter', 'Bluetooth', 'Camera', 'Force Touch', 'iBeacon', 'Location', 'Other Hardware', 'Audio', 'GIF', 'Image', 'Media Processing', 'PDF', 'Streaming', 'Video', 'Email', 'Push Notifications', 'Push Notification Providers', 'Local Notifications', 'CSV', 'JSON', 'XML &amp; HTML', 'Other Parsing', 'React-Like', 'Official', 'Unofficial', 'Encryption', 'Keychain', 'Font', 'TDD / BDD', 'A/B Testing', 'UI Testing', 'Other Testing', 'Activity Indicator', 'Animation', 'Transition', 'Alert &amp; Action Sheet', 'Badge', 'Button', 'Calendar', 'Cards', 'Form &amp; Settings', 'Keyboard', 'Label', 'Login', 'Menu', 'Navigation Bar', 'PickerView', 'Popup', 'ProgressView', 'Pull to Refresh', 'Rating Stars', 'ScrollView', 'Segmented Control', 'Slider', 'Splash View', 'Status Bar', 'Stepper', 'Switch', 'Tab Bar', 'Table View / Collection View', 'Tag', 'TextField &amp; TextView', 'UIPageControl', 'Web View', 'Extensions (Xcode 8+)', 'Themes', 'Other Xcode', 'News, Blogs and more', 'UIKit references', 'Forums and discuss lists', 'Tutorials and Keynotes', 'iOS UI Template', 'Prototyping', 'Newsletters', 'Medium', 'Twitter']"
135,0,JavaScript,juliangarnier/anime,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '\n\n\n', '\nGetting started\xa0|\xa0Documentation\xa0|\xa0Demos and examples\xa0|\xa0Browser support\n', 'Via npm', 'or manual download.', 'Link anime.min.js in your HTML :', 'Website | Documentation | Demos and examples | MIT License | © 2019 Julian Garnier.', '\n\njuliangarnier<!--\n-->/<!--\n-->anime\n', '\n\n\n  anime.js\n', '\nanime/README.md\n', 'Getting started', 'Documentation', 'Demos and examples', 'Browser support', '', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Download', 'Usage', 'Hello world']"
